,model,params,score
1351,svm_classifier,"(0.00029763514416313193, 0.5455594781168517, 'rbf')",0.3181818181818182
1352,svm_classifier,"(0.0001, 3.359818286283781, 'rbf')",0.3181818181818182
1353,logistic_regression,"('l2', 'saga', 0.011288378916846888)",0.3181818181818182
1354,logistic_regression,"('l2', 'saga', 0.04832930238571752)",0.3181818181818182
1355,svm_classifier,"(0.00020691380811147902, 4.832930238571752, 'sigmoid')",0.3181818181818182
1356,svm_classifier,"(0.00029763514416313193, 10.0, 'sigmoid')",0.3181818181818182
1357,svm_classifier,"(0.0001, 4.832930238571752, 'linear')",0.3181818181818182
1358,svm_classifier,"(0.0001, 4.832930238571752, 'rbf')",0.3181818181818182
1359,svm_classifier,"(0.00042813323987193956, 4.832930238571752, 'linear')",0.3181818181818182
1360,svm_classifier,"(0.00042813323987193956, 3.359818286283781, 'sigmoid')",0.3181818181818182
1361,svm_classifier,"(0.00020691380811147902, 4.832930238571752, 'linear')",0.3181818181818182
1362,svm_classifier,"(0.00042813323987193956, 0.04281332398719394, 'sigmoid')",0.3181818181818182
1363,svm_classifier,"(0.00029763514416313193, 6.951927961775605, 'sigmoid')",0.3181818181818182
1364,svm_classifier,"(0.00029763514416313193, 3.359818286283781, 'sigmoid')",0.3181818181818182
1365,svm_classifier,"(0.00020691380811147902, 0.37926901907322497, 'rbf')",0.3181818181818182
1366,svm_classifier,"(0.00029763514416313193, 2.3357214690901213, 'rbf')",0.3181818181818182
1367,svm_classifier,"(0.0001438449888287663, 0.7847599703514611, 'rbf')",0.3181818181818182
1368,svm_classifier,"(0.00029763514416313193, 1.1288378916846884, 'rbf')",0.3181818181818182
1369,svm_classifier,"(0.00020691380811147902, 0.5455594781168517, 'rbf')",0.3181818181818182
1370,svm_classifier,"(0.00029763514416313193, 3.359818286283781, 'rbf')",0.3181818181818182
1371,svm_classifier,"(0.0001, 0.7847599703514611, 'rbf')",0.3181818181818182
1372,svm_classifier,"(0.00020691380811147902, 0.7847599703514611, 'sigmoid')",0.3181818181818182
1373,svm_classifier,"(0.00029763514416313193, 0.7847599703514611, 'rbf')",0.3181818181818182
1374,svm_classifier,"(0.00029763514416313193, 4.832930238571752, 'linear')",0.3181818181818182
1375,svm_classifier,"(0.00029763514416313193, 6.951927961775605, 'rbf')",0.3181818181818182
1376,random_forest_classifier,"('entropy', 'sqrt', 9)",0.3181818181818182
1377,svm_classifier,"(0.00029763514416313193, 4.832930238571752, 'sigmoid')",0.3181818181818182
1378,svm_classifier,"(0.00020691380811147902, 2.3357214690901213, 'rbf')",0.3181818181818182
1379,svm_classifier,"(0.0001, 1.623776739188721, 'rbf')",0.3181818181818182
1380,svm_classifier,"(0.0006158482110660267, 0.01438449888287663, 'linear')",0.3181818181818182
1381,svm_classifier,"(0.00020691380811147902, 2.3357214690901213, 'sigmoid')",0.3181818181818182
1382,svm_classifier,"(0.00042813323987193956, 3.359818286283781, 'rbf')",0.3181818181818182
1383,svm_classifier,"(0.0001, 0.01438449888287663, 'linear')",0.3181818181818182
1384,logistic_regression,"('l2', 'saga', 0.07847599703514611)",0.3181818181818182
1385,svm_classifier,"(0.0001, 1.623776739188721, 'sigmoid')",0.3181818181818182
1386,svm_classifier,"(0.00042813323987193956, 2.3357214690901213, 'sigmoid')",0.3181818181818182
1387,svm_classifier,"(0.0001, 4.832930238571752, 'sigmoid')",0.3181818181818182
1388,logistic_regression,"('l2', 'liblinear', 0.011288378916846888)",0.3181818181818182
1389,svm_classifier,"(0.00042813323987193956, 0.26366508987303583, 'sigmoid')",0.3181818181818182
1390,svm_classifier,"(0.1, 0.01438449888287663, 'linear')",0.3181818181818182
1391,svm_classifier,"(0.0001438449888287663, 2.3357214690901213, 'rbf')",0.3181818181818182
1392,svm_classifier,"(0.0001438449888287663, 4.832930238571752, 'linear')",0.3181818181818182
1393,svm_classifier,"(0.00042813323987193956, 0.18329807108324356, 'sigmoid')",0.3181818181818182
1394,svm_classifier,"(0.00042813323987193956, 0.029763514416313176, 'sigmoid')",0.3181818181818182
1395,svm_classifier,"(0.00029763514416313193, 0.029763514416313176, 'rbf')",0.3181818181818182
1396,logistic_regression,"('l2', 'liblinear', 0.20691380811147903)",0.3181818181818182
1397,svm_classifier,"(0.00042813323987193956, 0.12742749857031335, 'sigmoid')",0.3181818181818182
1398,svm_classifier,"(0.00029763514416313193, 0.12742749857031335, 'rbf')",0.3181818181818182
1399,logistic_regression,"('l2', 'liblinear', 0.07847599703514611)",0.3181818181818182
1400,svm_classifier,"(0.04832930238571752, 0.01438449888287663, 'linear')",0.3181818181818182
1401,svm_classifier,"(0.00042813323987193956, 0.08858667904100823, 'sigmoid')",0.3181818181818182
1402,svm_classifier,"(0.00029763514416313193, 0.04281332398719394, 'rbf')",0.3181818181818182
1403,random_forest_classifier,"('entropy', 'log2', 11)",0.3181818181818182
1404,logistic_regression,"('l2', 'liblinear', 0.018329807108324356)",0.3181818181818182
1405,logistic_regression,"('l2', 'liblinear', 0.04832930238571752)",0.3181818181818182
1406,svm_classifier,"(0.00029763514416313193, 0.06158482110660264, 'rbf')",0.3181818181818182
1407,svm_classifier,"(0.00042813323987193956, 0.06158482110660264, 'sigmoid')",0.3181818181818182
1408,svm_classifier,"(0.0001438449888287663, 3.359818286283781, 'rbf')",0.3181818181818182
1409,logistic_regression,"('l2', 'liblinear', 0.029763514416313176)",0.3181818181818182
1410,svm_classifier,"(0.06951927961775606, 4.832930238571752, 'linear')",0.3181818181818182
1411,logistic_regression,"('l2', 'liblinear', 0.0069519279617756054)",0.3181818181818182
1412,svm_classifier,"(0.00042813323987193956, 0.37926901907322497, 'rbf')",0.3181818181818182
1413,svm_classifier,"(0.00042813323987193956, 0.0206913808111479, 'sigmoid')",0.3181818181818182
1414,svm_classifier,"(0.00042813323987193956, 0.37926901907322497, 'sigmoid')",0.3181818181818182
1415,svm_classifier,"(0.00020691380811147902, 6.951927961775605, 'sigmoid')",0.3181818181818182
1416,svm_classifier,"(0.00029763514416313193, 0.08858667904100823, 'rbf')",0.3181818181818182
1417,svm_classifier,"(0.00042813323987193956, 2.3357214690901213, 'rbf')",0.3181818181818182
1418,svm_classifier,"(0.00042813323987193956, 0.01, 'sigmoid')",0.3181818181818182
1419,svm_classifier,"(0.00020691380811147902, 0.01438449888287663, 'linear')",0.3181818181818182
1420,svm_classifier,"(0.00042813323987193956, 0.01438449888287663, 'linear')",0.3181818181818182
1421,svm_classifier,"(0.00029763514416313193, 0.37926901907322497, 'rbf')",0.3181818181818182
1422,svm_classifier,"(0.0001, 10.0, 'rbf')",0.3181818181818182
1423,svm_classifier,"(0.0001, 10.0, 'sigmoid')",0.3181818181818182
1424,svm_classifier,"(0.00029763514416313193, 0.01, 'rbf')",0.3181818181818182
1425,svm_classifier,"(0.00042813323987193956, 1.1288378916846884, 'sigmoid')",0.3181818181818182
1426,svm_classifier,"(0.0001438449888287663, 10.0, 'sigmoid')",0.3181818181818182
1427,svm_classifier,"(0.00029763514416313193, 0.01438449888287663, 'linear')",0.3181818181818182
1428,svm_classifier,"(0.00042813323987193956, 0.01438449888287663, 'sigmoid')",0.3181818181818182
1429,svm_classifier,"(0.00029763514416313193, 0.01438449888287663, 'rbf')",0.3181818181818182
1430,svm_classifier,"(0.0001438449888287663, 0.01438449888287663, 'linear')",0.3181818181818182
1431,svm_classifier,"(0.0001438449888287663, 6.951927961775605, 'sigmoid')",0.3181818181818182
1432,svm_classifier,"(0.0001438449888287663, 6.951927961775605, 'rbf')",0.3181818181818182
1433,logistic_regression,"('l2', 'liblinear', 0.004281332398719396)",0.3181818181818182
1434,svm_classifier,"(0.04832930238571752, 4.832930238571752, 'linear')",0.3181818181818182
1435,svm_classifier,"(0.00029763514416313193, 0.0206913808111479, 'rbf')",0.3181818181818182
1436,logistic_regression,"('l2', 'saga', 0.029763514416313176)",0.3181818181818182
1437,svm_classifier,"(0.0006158482110660267, 1.1288378916846884, 'rbf')",0.3181818181818182
1438,svm_classifier,"(0.00379269019073225, 0.06158482110660264, 'sigmoid')",0.3181818181818182
1439,svm_classifier,"(0.007847599703514606, 0.06158482110660264, 'sigmoid')",0.3181818181818182
1440,svm_classifier,"(0.01623776739188721, 0.12742749857031335, 'sigmoid')",0.3181818181818182
1441,svm_classifier,"(0.007847599703514606, 0.04281332398719394, 'sigmoid')",0.3181818181818182
1442,svm_classifier,"(0.007847599703514606, 0.029763514416313176, 'sigmoid')",0.3181818181818182
1443,svm_classifier,"(0.0008858667904100823, 0.7847599703514611, 'rbf')",0.3181818181818182
1444,svm_classifier,"(0.007847599703514606, 0.01438449888287663, 'rbf')",0.3181818181818182
1445,svm_classifier,"(0.007847599703514606, 0.01438449888287663, 'linear')",0.3181818181818182
1446,svm_classifier,"(0.005455594781168515, 4.832930238571752, 'linear')",0.3181818181818182
1447,svm_classifier,"(0.0008858667904100823, 0.26366508987303583, 'rbf')",0.3181818181818182
1448,svm_classifier,"(0.0018329807108324356, 0.12742749857031335, 'rbf')",0.3181818181818182
1449,svm_classifier,"(0.005455594781168515, 1.1288378916846884, 'sigmoid')",0.3181818181818182
1450,svm_classifier,"(0.01623776739188721, 4.832930238571752, 'linear')",0.3181818181818182
1451,svm_classifier,"(0.005455594781168515, 0.7847599703514611, 'sigmoid')",0.3181818181818182
1452,svm_classifier,"(0.0008858667904100823, 0.08858667904100823, 'rbf')",0.3181818181818182
1453,svm_classifier,"(0.0018329807108324356, 0.26366508987303583, 'rbf')",0.3181818181818182
1454,svm_classifier,"(0.005455594781168515, 0.18329807108324356, 'sigmoid')",0.3181818181818182
1455,svm_classifier,"(0.0018329807108324356, 0.5455594781168517, 'sigmoid')",0.3181818181818182
1456,svm_classifier,"(0.023357214690901212, 0.01438449888287663, 'linear')",0.3181818181818182
1457,svm_classifier,"(0.0008858667904100823, 0.04281332398719394, 'rbf')",0.3181818181818182
1458,svm_classifier,"(0.005455594781168515, 0.12742749857031335, 'sigmoid')",0.3181818181818182
1459,svm_classifier,"(0.0018329807108324356, 0.7847599703514611, 'rbf')",0.3181818181818182
1460,svm_classifier,"(0.0018329807108324356, 0.7847599703514611, 'sigmoid')",0.3181818181818182
1461,svm_classifier,"(0.023357214690901212, 0.029763514416313176, 'sigmoid')",0.3181818181818182
1462,svm_classifier,"(0.0008858667904100823, 0.0206913808111479, 'rbf')",0.3181818181818182
1463,svm_classifier,"(0.005455594781168515, 0.06158482110660264, 'sigmoid')",0.3181818181818182
1464,svm_classifier,"(0.0008858667904100823, 0.01438449888287663, 'rbf')",0.3181818181818182
1465,svm_classifier,"(0.0008858667904100823, 0.01438449888287663, 'linear')",0.3181818181818182
1466,svm_classifier,"(0.005455594781168515, 0.04281332398719394, 'sigmoid')",0.3181818181818182
1467,svm_classifier,"(0.005455594781168515, 0.029763514416313176, 'rbf')",0.3181818181818182
1468,svm_classifier,"(0.005455594781168515, 0.01438449888287663, 'linear')",0.3181818181818182
1469,svm_classifier,"(0.0018329807108324356, 0.01438449888287663, 'linear')",0.3181818181818182
1470,svm_classifier,"(0.007847599703514606, 0.08858667904100823, 'sigmoid')",0.3181818181818182
1471,svm_classifier,"(0.00379269019073225, 4.832930238571752, 'linear')",0.3181818181818182
1472,svm_classifier,"(0.0008858667904100823, 1.1288378916846884, 'sigmoid')",0.3181818181818182
1473,svm_classifier,"(0.011288378916846883, 0.0206913808111479, 'sigmoid')",0.3181818181818182
1474,svm_classifier,"(0.011288378916846883, 0.01438449888287663, 'sigmoid')",0.3181818181818182
1475,svm_classifier,"(0.011288378916846883, 0.01438449888287663, 'rbf')",0.3181818181818182
1476,svm_classifier,"(0.011288378916846883, 0.18329807108324356, 'sigmoid')",0.3181818181818182
1477,svm_classifier,"(0.011288378916846883, 0.01438449888287663, 'linear')",0.3181818181818182
1478,svm_classifier,"(0.0012742749857031334, 0.37926901907322497, 'rbf')",0.3181818181818182
1479,svm_classifier,"(0.0012742749857031334, 0.5455594781168517, 'rbf')",0.3181818181818182
1480,svm_classifier,"(0.007847599703514606, 4.832930238571752, 'sigmoid')",0.3181818181818182
1481,svm_classifier,"(0.007847599703514606, 4.832930238571752, 'linear')",0.3181818181818182
1482,svm_classifier,"(0.0012742749857031334, 0.01438449888287663, 'linear')",0.3181818181818182
1483,svm_classifier,"(0.0012742749857031334, 0.7847599703514611, 'sigmoid')",0.3181818181818182
1484,svm_classifier,"(0.007847599703514606, 2.3357214690901213, 'sigmoid')",0.3181818181818182
1485,svm_classifier,"(0.0012742749857031334, 1.1288378916846884, 'rbf')",0.3181818181818182
1486,svm_classifier,"(0.0008858667904100823, 10.0, 'sigmoid')",0.3181818181818182
1487,svm_classifier,"(0.011288378916846883, 4.832930238571752, 'linear')",0.3181818181818182
1488,svm_classifier,"(0.0012742749857031334, 1.1288378916846884, 'sigmoid')",0.3181818181818182
1489,svm_classifier,"(0.007847599703514606, 0.5455594781168517, 'sigmoid')",0.3181818181818182
1490,svm_classifier,"(0.0012742749857031334, 4.832930238571752, 'linear')",0.3181818181818182
1491,svm_classifier,"(0.01623776739188721, 0.01, 'rbf')",0.3181818181818182
1492,svm_classifier,"(0.01623776739188721, 0.01438449888287663, 'linear')",0.3181818181818182
1493,svm_classifier,"(0.01623776739188721, 0.01438449888287663, 'rbf')",0.3181818181818182
1494,svm_classifier,"(0.0008858667904100823, 4.832930238571752, 'linear')",0.3181818181818182
1495,svm_classifier,"(0.01623776739188721, 0.0206913808111479, 'rbf')",0.3181818181818182
1496,svm_classifier,"(0.0008858667904100823, 2.3357214690901213, 'sigmoid')",0.3181818181818182
1497,svm_classifier,"(0.0008858667904100823, 1.623776739188721, 'sigmoid')",0.3181818181818182
1498,svm_classifier,"(0.007847599703514606, 0.12742749857031335, 'sigmoid')",0.3181818181818182
1499,svm_classifier,"(0.0008858667904100823, 1.623776739188721, 'rbf')",0.3181818181818182
1500,svm_classifier,"(0.0012742749857031334, 10.0, 'sigmoid')",0.3181818181818182
1501,svm_classifier,"(0.01623776739188721, 0.06158482110660264, 'sigmoid')",0.3181818181818182
1502,svm_classifier,"(0.0018329807108324356, 4.832930238571752, 'linear')",0.3181818181818182
1503,svm_classifier,"(0.011288378916846883, 0.04281332398719394, 'sigmoid')",0.3181818181818182
1504,svm_classifier,"(0.00379269019073225, 0.0206913808111479, 'rbf')",0.3181818181818182
1505,svm_classifier,"(0.0026366508987303583, 0.5455594781168517, 'sigmoid')",0.3181818181818182
1506,svm_classifier,"(0.00379269019073225, 1.1288378916846884, 'sigmoid')",0.3181818181818182
1507,svm_classifier,"(0.023357214690901212, 1.623776739188721, 'sigmoid')",0.3181818181818182
1508,svm_classifier,"(0.0026366508987303583, 0.01438449888287663, 'linear')",0.3181818181818182
1509,svm_classifier,"(0.00379269019073225, 0.7847599703514611, 'sigmoid')",0.3181818181818182
1510,svm_classifier,"(0.0006158482110660267, 1.623776739188721, 'sigmoid')",0.3181818181818182
1511,svm_classifier,"(0.03359818286283781, 0.029763514416313176, 'sigmoid')",0.3181818181818182
1512,svm_classifier,"(0.03359818286283781, 0.01438449888287663, 'linear')",0.3181818181818182
1513,svm_classifier,"(0.0006158482110660267, 2.3357214690901213, 'sigmoid')",0.3181818181818182
1514,svm_classifier,"(0.00379269019073225, 0.01438449888287663, 'rbf')",0.3181818181818182
1515,svm_classifier,"(0.00379269019073225, 0.01438449888287663, 'linear')",0.3181818181818182
1516,svm_classifier,"(0.0006158482110660267, 3.359818286283781, 'rbf')",0.3181818181818182
1517,svm_classifier,"(0.0006158482110660267, 3.359818286283781, 'sigmoid')",0.3181818181818182
1518,svm_classifier,"(0.0026366508987303583, 0.37926901907322497, 'sigmoid')",0.3181818181818182
1519,svm_classifier,"(0.0006158482110660267, 4.832930238571752, 'linear')",0.3181818181818182
1520,svm_classifier,"(0.03359818286283781, 0.01, 'sigmoid')",0.3181818181818182
1521,svm_classifier,"(0.00379269019073225, 0.08858667904100823, 'sigmoid')",0.3181818181818182
1522,svm_classifier,"(0.0018329807108324356, 10.0, 'sigmoid')",0.3181818181818182
1523,svm_classifier,"(0.023357214690901212, 4.832930238571752, 'linear')",0.3181818181818182
1524,svm_classifier,"(0.0026366508987303583, 6.951927961775605, 'sigmoid')",0.3181818181818182
1525,svm_classifier,"(0.00379269019073225, 0.18329807108324356, 'sigmoid')",0.3181818181818182
1526,svm_classifier,"(0.0026366508987303583, 4.832930238571752, 'linear')",0.3181818181818182
1527,svm_classifier,"(0.00379269019073225, 0.26366508987303583, 'sigmoid')",0.3181818181818182
1528,svm_classifier,"(0.00029763514416313193, 0.5455594781168517, 'linear')",0.2727272727272727
1529,svm_classifier,"(0.01623776739188721, 0.5455594781168517, 'linear')",0.2727272727272727
1530,svm_classifier,"(0.0008858667904100823, 0.5455594781168517, 'linear')",0.2727272727272727
1531,svm_classifier,"(0.06951927961775606, 0.5455594781168517, 'linear')",0.2727272727272727
1532,svm_classifier,"(0.023357214690901212, 6.951927961775605, 'sigmoid')",0.2727272727272727
1533,svm_classifier,"(0.023357214690901212, 4.832930238571752, 'sigmoid')",0.2727272727272727
1534,svm_classifier,"(0.0006158482110660267, 0.37926901907322497, 'sigmoid')",0.2727272727272727
1535,svm_classifier,"(0.0001438449888287663, 10.0, 'rbf')",0.2727272727272727
1536,svm_classifier,"(0.0026366508987303583, 0.06158482110660264, 'rbf')",0.2727272727272727
1537,svm_classifier,"(0.00029763514416313193, 0.7847599703514611, 'sigmoid')",0.2727272727272727
1538,svm_classifier,"(0.023357214690901212, 10.0, 'sigmoid')",0.2727272727272727
1539,svm_classifier,"(0.00042813323987193956, 6.951927961775605, 'rbf')",0.2727272727272727
1540,svm_classifier,"(0.0006158482110660267, 0.5455594781168517, 'linear')",0.2727272727272727
1541,svm_classifier,"(0.00042813323987193956, 0.5455594781168517, 'linear')",0.2727272727272727
1542,svm_classifier,"(0.01623776739188721, 0.01, 'sigmoid')",0.2727272727272727
1543,svm_classifier,"(0.007847599703514606, 10.0, 'sigmoid')",0.2727272727272727
1544,svm_classifier,"(0.0012742749857031334, 0.08858667904100823, 'rbf')",0.2727272727272727
1545,svm_classifier,"(0.03359818286283781, 0.5455594781168517, 'linear')",0.2727272727272727
1546,svm_classifier,"(0.03359818286283781, 0.37926901907322497, 'sigmoid')",0.2727272727272727
1547,svm_classifier,"(0.00020691380811147902, 10.0, 'sigmoid')",0.2727272727272727
1548,svm_classifier,"(0.0012742749857031334, 0.06158482110660264, 'rbf')",0.2727272727272727
1549,svm_classifier,"(0.0026366508987303583, 3.359818286283781, 'sigmoid')",0.2727272727272727
1550,svm_classifier,"(0.1, 0.5455594781168517, 'linear')",0.2727272727272727
1551,svm_classifier,"(0.0012742749857031334, 0.04281332398719394, 'rbf')",0.2727272727272727
1552,svm_classifier,"(0.011288378916846883, 0.5455594781168517, 'linear')",0.2727272727272727
1553,svm_classifier,"(0.0012742749857031334, 0.5455594781168517, 'linear')",0.2727272727272727
1554,svm_classifier,"(0.007847599703514606, 0.5455594781168517, 'linear')",0.2727272727272727
1555,svm_classifier,"(0.007847599703514606, 6.951927961775605, 'sigmoid')",0.2727272727272727
1556,svm_classifier,"(0.0026366508987303583, 0.5455594781168517, 'linear')",0.2727272727272727
1557,svm_classifier,"(0.00020691380811147902, 0.5455594781168517, 'linear')",0.2727272727272727
1558,svm_classifier,"(0.011288378916846883, 2.3357214690901213, 'sigmoid')",0.2727272727272727
1559,svm_classifier,"(0.011288378916846883, 3.359818286283781, 'sigmoid')",0.2727272727272727
1560,svm_classifier,"(0.0008858667904100823, 0.26366508987303583, 'sigmoid')",0.2727272727272727
1561,svm_classifier,"(0.011288378916846883, 4.832930238571752, 'sigmoid')",0.2727272727272727
1562,svm_classifier,"(0.011288378916846883, 6.951927961775605, 'sigmoid')",0.2727272727272727
1563,svm_classifier,"(0.011288378916846883, 10.0, 'sigmoid')",0.2727272727272727
1564,svm_classifier,"(0.04832930238571752, 0.01, 'sigmoid')",0.2727272727272727
1565,svm_classifier,"(0.00042813323987193956, 4.832930238571752, 'sigmoid')",0.2727272727272727
1566,svm_classifier,"(0.023357214690901212, 3.359818286283781, 'sigmoid')",0.2727272727272727
1567,svm_classifier,"(0.01623776739188721, 2.3357214690901213, 'sigmoid')",0.2727272727272727
1568,svm_classifier,"(0.01623776739188721, 3.359818286283781, 'sigmoid')",0.2727272727272727
1569,svm_classifier,"(0.023357214690901212, 2.3357214690901213, 'sigmoid')",0.2727272727272727
1570,svm_classifier,"(0.01623776739188721, 4.832930238571752, 'sigmoid')",0.2727272727272727
1571,svm_classifier,"(0.01623776739188721, 6.951927961775605, 'sigmoid')",0.2727272727272727
1572,svm_classifier,"(0.005455594781168515, 0.5455594781168517, 'linear')",0.2727272727272727
1573,svm_classifier,"(0.0018329807108324356, 0.5455594781168517, 'linear')",0.2727272727272727
1574,svm_classifier,"(0.01623776739188721, 10.0, 'sigmoid')",0.2727272727272727
1575,svm_classifier,"(0.023357214690901212, 1.1288378916846884, 'sigmoid')",0.2727272727272727
1576,svm_classifier,"(0.023357214690901212, 0.01438449888287663, 'sigmoid')",0.2727272727272727
1577,svm_classifier,"(0.023357214690901212, 0.7847599703514611, 'sigmoid')",0.2727272727272727
1578,svm_classifier,"(0.023357214690901212, 0.06158482110660264, 'sigmoid')",0.2727272727272727
1579,svm_classifier,"(0.0001, 0.5455594781168517, 'linear')",0.2727272727272727
1580,svm_classifier,"(0.04832930238571752, 0.5455594781168517, 'linear')",0.2727272727272727
1581,svm_classifier,"(0.0006158482110660267, 4.832930238571752, 'rbf')",0.2727272727272727
1582,svm_classifier,"(0.023357214690901212, 0.5455594781168517, 'linear')",0.2727272727272727
1583,svm_classifier,"(0.00379269019073225, 3.359818286283781, 'sigmoid')",0.2727272727272727
1584,svm_classifier,"(0.0018329807108324356, 4.832930238571752, 'sigmoid')",0.2727272727272727
1585,svm_classifier,"(0.00379269019073225, 0.5455594781168517, 'linear')",0.2727272727272727
1586,svm_classifier,"(0.0001438449888287663, 0.5455594781168517, 'linear')",0.2727272727272727
1587,svm_classifier,"(0.005455594781168515, 1.623776739188721, 'sigmoid')",0.2727272727272727
1588,svm_classifier,"(0.01623776739188721, 1.623776739188721, 'sigmoid')",0.2727272727272727
1589,svm_classifier,"(0.01623776739188721, 0.7847599703514611, 'sigmoid')",0.2727272727272727
1590,svm_classifier,"(0.01623776739188721, 1.1288378916846884, 'sigmoid')",0.2727272727272727
1591,svm_classifier,"(0.0001438449888287663, 1.623776739188721, 'sigmoid')",0.2727272727272727
1592,svm_classifier,"(0.00379269019073225, 0.12742749857031335, 'linear')",0.22727272727272727
1593,svm_classifier,"(0.0026366508987303583, 0.7847599703514611, 'sigmoid')",0.22727272727272727
1594,svm_classifier,"(0.005455594781168515, 3.359818286283781, 'linear')",0.22727272727272727
1595,svm_classifier,"(0.005455594781168515, 0.06158482110660264, 'linear')",0.22727272727272727
1596,svm_classifier,"(0.0018329807108324356, 1.1288378916846884, 'sigmoid')",0.22727272727272727
1597,svm_classifier,"(0.0018329807108324356, 0.12742749857031335, 'linear')",0.22727272727272727
1598,svm_classifier,"(0.0018329807108324356, 0.029763514416313176, 'linear')",0.22727272727272727
1599,svm_classifier,"(0.00379269019073225, 0.37926901907322497, 'linear')",0.22727272727272727
1600,svm_classifier,"(0.00379269019073225, 3.359818286283781, 'linear')",0.22727272727272727
1601,svm_classifier,"(0.005455594781168515, 0.12742749857031335, 'linear')",0.22727272727272727
1602,svm_classifier,"(0.007847599703514606, 3.359818286283781, 'sigmoid')",0.22727272727272727
1603,svm_classifier,"(0.00379269019073225, 2.3357214690901213, 'sigmoid')",0.22727272727272727
1604,svm_classifier,"(0.1, 2.3357214690901213, 'linear')",0.22727272727272727
1605,svm_classifier,"(0.007847599703514606, 3.359818286283781, 'linear')",0.22727272727272727
1606,svm_classifier,"(0.00020691380811147902, 0.37926901907322497, 'linear')",0.22727272727272727
1607,svm_classifier,"(0.0001438449888287663, 0.029763514416313176, 'linear')",0.22727272727272727
1608,svm_classifier,"(0.00020691380811147902, 2.3357214690901213, 'linear')",0.22727272727272727
1609,svm_classifier,"(0.1, 3.359818286283781, 'linear')",0.22727272727272727
1610,svm_classifier,"(0.0018329807108324356, 2.3357214690901213, 'linear')",0.22727272727272727
1611,svm_classifier,"(0.1, 0.18329807108324356, 'linear')",0.22727272727272727
1612,svm_classifier,"(0.0012742749857031334, 0.18329807108324356, 'linear')",0.22727272727272727
1613,svm_classifier,"(0.0001438449888287663, 0.06158482110660264, 'linear')",0.22727272727272727
1614,svm_classifier,"(0.011288378916846883, 0.029763514416313176, 'linear')",0.22727272727272727
1615,svm_classifier,"(0.0018329807108324356, 0.06158482110660264, 'linear')",0.22727272727272727
1616,svm_classifier,"(0.0001, 0.18329807108324356, 'linear')",0.22727272727272727
1617,svm_classifier,"(0.0012742749857031334, 0.26366508987303583, 'rbf')",0.22727272727272727
1618,svm_classifier,"(0.00020691380811147902, 3.359818286283781, 'linear')",0.22727272727272727
1619,svm_classifier,"(0.0001438449888287663, 0.12742749857031335, 'linear')",0.22727272727272727
1620,svm_classifier,"(0.1, 0.37926901907322497, 'linear')",0.22727272727272727
1621,svm_classifier,"(0.0018329807108324356, 3.359818286283781, 'linear')",0.22727272727272727
1622,svm_classifier,"(0.0026366508987303583, 3.359818286283781, 'linear')",0.22727272727272727
1623,svm_classifier,"(0.005455594781168515, 0.029763514416313176, 'linear')",0.22727272727272727
1624,svm_classifier,"(0.0012742749857031334, 0.37926901907322497, 'linear')",0.22727272727272727
1625,svm_classifier,"(0.0001438449888287663, 0.18329807108324356, 'linear')",0.22727272727272727
1626,svm_classifier,"(0.0001, 2.3357214690901213, 'linear')",0.22727272727272727
1627,svm_classifier,"(0.0026366508987303583, 0.37926901907322497, 'linear')",0.22727272727272727
1628,svm_classifier,"(0.0001438449888287663, 0.37926901907322497, 'linear')",0.22727272727272727
1629,svm_classifier,"(0.00379269019073225, 0.06158482110660264, 'linear')",0.22727272727272727
1630,svm_classifier,"(0.007847599703514606, 0.37926901907322497, 'linear')",0.22727272727272727
1631,svm_classifier,"(0.0026366508987303583, 0.12742749857031335, 'linear')",0.22727272727272727
1632,svm_classifier,"(0.007847599703514606, 0.06158482110660264, 'linear')",0.22727272727272727
1633,svm_classifier,"(0.0018329807108324356, 0.37926901907322497, 'linear')",0.22727272727272727
1634,svm_classifier,"(0.005455594781168515, 2.3357214690901213, 'linear')",0.22727272727272727
1635,svm_classifier,"(0.00020691380811147902, 0.06158482110660264, 'linear')",0.22727272727272727
1636,svm_classifier,"(0.0012742749857031334, 6.951927961775605, 'sigmoid')",0.22727272727272727
1637,svm_classifier,"(0.0001, 0.37926901907322497, 'linear')",0.22727272727272727
1638,svm_classifier,"(0.0001, 0.12742749857031335, 'linear')",0.22727272727272727
1639,svm_classifier,"(0.007847599703514606, 0.18329807108324356, 'linear')",0.22727272727272727
1640,svm_classifier,"(0.00379269019073225, 6.951927961775605, 'sigmoid')",0.22727272727272727
1641,svm_classifier,"(0.00020691380811147902, 0.029763514416313176, 'linear')",0.22727272727272727
1642,svm_classifier,"(0.011288378916846883, 0.06158482110660264, 'linear')",0.22727272727272727
1643,svm_classifier,"(0.0026366508987303583, 0.029763514416313176, 'linear')",0.22727272727272727
1644,svm_classifier,"(0.00379269019073225, 0.18329807108324356, 'linear')",0.22727272727272727
1645,svm_classifier,"(0.005455594781168515, 0.37926901907322497, 'linear')",0.22727272727272727
1646,svm_classifier,"(0.0026366508987303583, 0.18329807108324356, 'linear')",0.22727272727272727
1647,svm_classifier,"(0.007847599703514606, 0.12742749857031335, 'linear')",0.22727272727272727
1648,svm_classifier,"(0.0026366508987303583, 0.06158482110660264, 'linear')",0.22727272727272727
1649,svm_classifier,"(0.005455594781168515, 0.18329807108324356, 'linear')",0.22727272727272727
